ID,Name,Place,Type,Price,ReviewsCount,Rating,City,State
513,Van Der Valk Hotel Zwolle,Zwolle,Comfort Twin Room,125.73,787,8.7,Zwolle,
514,Bnb de rode kamer,Zwolle,Double Room with Shared Bathroom,67.35,43,8,Zwolle,
515,Bed & Breakfast 'Aan de IJssel',Zwolle,Double Room with Shared Shower and Toilet,71.84,142,8.3,Zwolle,
516,B&B de Luwte Cottage,Zwolle,Comfort Double Room,79.93,151,8.1,Zwolle,
517,Hotel Oldenburg,Zwolle,Standard Double Room with External Toilet,80.83,422,8.1,Zwolle,
518,Hotel Fidder - Patrick's Whisky Bar,Zwolle,Twin Room,86.22,1537,8.2,Zwolle,
519,Buitenplaats de Luwte,Zwolle,Deluxe Twin Room,93.85,316,8.2,Zwolle,
520,Stadslogement Bij de Sassenpoort,Zwolle,Superior Apartment,97.89,232,8.4,Zwolle,
521,Mercure Hotel Zwolle,Zwolle,Standard Double Room,112.26,1402,7.7,Zwolle,
522,The Cabin at Zwolle Centraal,Zwolle,Double Room with Private Bathroom,67.35,149,7.2,Zwolle,
523,Hanze Hotel Zwolle,Zwolle,Standard Twin Room,85.68,1095,7.2,Zwolle,
524,Campanile Hotel & Restaurant Zwolle,Zwolle,Double Room,75.57,2071,6.4,Zwolle,
